OBJECTID,DISSOLVE_ID,class,subtype,names_primary,UrbanPC,SampleSize_avg,RoadLength,WeightedSample,Percent_,Percentile,SpeedLimit,RoadClass,LandUse,NumberOverLimit,MedianSpeed,F85thPercentileSpeed,Pass,ExcludeFromSpeedSPI,PercentileBand,RankedPercentile,Sample_Size_Total,SpeedLimitFloor,PercentOverLimit,AnalysisStatus,StreetImageLink,Shape_Length
1496,SE/9370,secondary,road,,0,8431.33333333333,2.003915899,16895.6829164353,9.76020456848386e-06,0.00451568797461878,"55",secondary,RURAL,734,34.6666666666667,47.6666666666667,1,0,"0-5%",0.373067331670823,25294,55,0.0290187396220448,Valid,"77.7559533,20.9759337,77.7549566,20.9939735",2003.91589930065
1497,SE/7623,secondary,road,,0,1318.5,12.845682039,16937.0317684215,9.78409074438175e-06,0.00452547206536316,"55",secondary,RURAL,507,40.75,51.5,1,0,"0-5%",0.373316708229426,5274,55,0.09613196814562,Valid,"74.3174538,16.5806745,74.4053283,16.6136021",12845.682038673
1498,PR/1627,primary,road,,1,5898,2.87977472,16984.91129856,9.81174952627922e-06,0.00453528381488944,"55",primary,URBAN,932,34.3333333333333,45.6666666666667,1,0,"0-5%",0.37356608478803,17694,55,0.0526732225613202,Valid,"77.5687584,19.9103634,77.5469908,19.8948986",2879.77472025286
1499,PR/3913,primary,road,Tadoba Road,1,11857,1.434583379,17009.855124803,9.82615893772808e-06,0.00454510997382717,"45",primary,URBAN,1186,33,42,1,0,"0-5%",0.373815461346633,11857,45,0.100025301509657,Valid,"79.2987514,19.9691743,79.2998487,19.9820291",1434.58337894438
1500,SE/10448,secondary,road,Pachad Road,0,3011,5.649454533,17010.507598863,9.82653585533081e-06,0.0045549365096825,"55",secondary,RURAL,910,38.5,45.5,1,0,"0-5%",0.374064837905237,12044,55,0.0755562935901694,Valid,"73.3372696,18.2923173,73.3161793,18.3203005",5649.45453315342
1501,PR/1150,primary,road,,0,622.5,27.327950703,17011.6493126175,9.8271953942117e-06,0.00456476370507671,"55",primary,RURAL,793,59,71,1,0,"0-5%",0.37431421446384,1245,55,0.636947791164659,Valid,"75.6391758,18.4738338,75.5619824,18.6870473",27327.9507033361
1502,PR/833,primary,road,,0,19772.5,0.861577025,17035.5317268125,9.84099165502491e-06,0.00457460469673174,"55",primary,RURAL,0,27.3333333333333,38,1,0,"0-5%",0.374563591022444,118635,55,0,Valid,"73.1876965,17.7575881,73.1797413,17.7589875",861.577024787514
1503,SE/8308,secondary,road,,0,1721.5,9.905042032,17051.529858088,9.85023336693052e-06,0.00458445493009867,"55",secondary,RURAL,1626,45.75,58.5,1,0,"0-5%",0.374812967581047,6886,55,0.236131280859715,Valid,"75.1588119,18.8136927,75.1789045,18.8941567",9905.04203244344
1504,PR/1389,primary,road,,0,855.5,19.993169279,17104.1563181845,9.88063432904596e-06,0.00459433556442771,"55",primary,RURAL,0,35.5,45.5,1,0,"0-5%",0.375062344139651,1711,55,0,Valid,"74.7055345,19.7544052,74.7267519,19.9248335",19993.1692785223
1505,PR/2265,primary,road,,1,23571.6666666667,0.726601995,17127.220025475,9.89395764378715e-06,0.0046042295220715,"55",primary,URBAN,48192,49.3333333333333,64,1,0,"0-5%",0.375311720698254,141430,55,0.340748073251785,Valid,"75.903015,19.8285537,75.909567,19.8306707",726.601994629599
1506,PR/1049,primary,road,,0,627,27.410868968,17186.614842936,9.92826851311361e-06,0.00461415779058461,"55",primary,RURAL,0,27.5,32,1,0,"0-5%",0.375561097256858,1254,55,0,Valid,"73.4738388,19.6317904,73.5863399,19.4853091",27410.8689683515
1507,PR/1628,primary,road,,1,5995,2.86728894,17189.3971953,9.92987580702345e-06,0.00462408766639164,"55",primary,URBAN,550,36,49,1,0,"0-5%",0.375810473815461,5995,55,0.0917431192660551,Valid,"77.5469833,19.8950152,77.5686505,19.9103932",2867.28894003012
1508,SE/6366,secondary,road,,0,1368.66666666667,12.562683017,17194.1254892673,9.93260722170549e-06,0.00463402027361334,"55",secondary,RURAL,0,29.6666666666667,40.5,1,0,"0-5%",0.376059850374065,8212,55,0,Valid,"74.2464327,20.670781,74.1996479,20.5996823",12562.6830171403
1509,TR/14014,trunk,road,नागपूर आदिलाबाद रोड,0,18987.5,0.90651348,17212.4247015,9.94317820931909e-06,0.00464396345182266,,trunk,RURAL,32753,75,95,1,1,"0-5%",0.376309226932668,37975,,0.862488479262673,Valid,"78.7087566,20.2558613,78.7118185,20.2635032",906.513480356739
1510,PR/1599,primary,road,,0,1111.06666666667,15.56214154,17290.5767270427,9.98832463876562e-06,0.00465395177646143,"55",primary,RURAL,0,26.7333333333333,37.1333333333333,1,0,"0-5%",0.376558603491272,16666,55,0,Valid,"76.3479584,20.7466592,76.4599283,20.8380164",15562.1415404252
1511,TR/11451,trunk,road,,0,16389.5,1.059197602,17359.719097979,1.00282664208188e-05,0.00466398004288225,"45",trunk,RURAL,13920,44,53.5,1,0,"0-5%",0.376807980049875,32779,45,0.424662131242564,Valid,"73.3915008,19.2582387,73.3973432,19.2504575",1059.19760195139
1512,PR/3914,primary,road,Tadoba Road,1,12107,1.43538302,17378.18222314,1.00389320967454e-05,0.00467401897497899,"45",primary,URBAN,757,31,39,1,0,"0-5%",0.377057356608479,12107,45,0.0625258115140002,Valid,"79.2998487,19.9820291,79.2987514,19.9691743",1435.38301971757
1513,SE/9166,secondary,road,,0,2053,8.478919718,17407.222181054,1.00557077388608e-05,0.00468407468271785,"55",secondary,RURAL,258,34.75,43,1,0,"0-5%",0.377306733167082,8212,55,0.0314174378957623,Valid,"74.5538435,19.7940154,74.6209337,19.7659062",8478.91971773539
1514,SE/7125,secondary,road,,1,7494.81818181818,2.336998807,17515.381149591,1.01181884130104e-05,0.00469419287113086,"45",secondary,URBAN,0,20.8181818181818,30.2727272727273,1,0,"0-5%",0.377556109725686,82443,45,0,Valid,"77.7702329,20.902233,77.7579749,20.9197298",2336.9988073177
1515,PR/1841,primary,road,,0,1657.5,10.58060636,17537.3550417,1.0130882169351e-05,0.00470432375330021,"55",primary,RURAL,968,44.75,54.5,1,0,"0-5%",0.377805486284289,6630,55,0.146003016591252,Valid,"78.1403635,20.9133058,78.0542854,20.9389216",10580.6063595625
1516,SE/10748,secondary,road,Takiya Road,1,11491.75,1.527214108,17550.362725609,1.01383963761778e-05,0.00471446214967639,"45",secondary,URBAN,11074,35.5,49.5,1,0,"0-5%",0.378054862842893,45967,45,0.240911958578981,Valid,"79.6360947,21.1578593,79.6487141,21.1645207",1527.21410809728
1517,PR/1044,primary,road,,0,775.75,22.648231075,17569.3652564312,1.01493736529805e-05,0.00472461152332937,"55",primary,RURAL,2265,62,73,1,0,"0-5%",0.378304239401496,3103,55,0.72993876893329,Valid,"73.5735125,19.4685055,73.5959538,19.3089886",22648.2310748086
1518,SE/8791,secondary,road,,0,1377.5,12.75664791,17572.282496025,1.01510588677985e-05,0.00473476258219717,"55",secondary,RURAL,0,34,47,1,0,"0-5%",0.3785536159601,2755,55,0,Valid,"74.3658831,19.7746109,74.2579569,19.8037978",12756.6479097901
1519,SE/5701,secondary,road,,0,1328.5,13.231202037,17577.6519061545,1.01541606389157e-05,0.00474491674283609,"55",secondary,RURAL,310,43,53,1,0,"0-5%",0.378802992518703,2657,55,0.116672939405344,Valid,"74.6446781,19.5643186,74.5344144,19.5398135",13231.2020373696
1520,PR/710,primary,road,,1,19953.5,0.881239747,17583.8172917645,1.01577222247418e-05,0.00475507446506083,"55",primary,URBAN,4326,40,52,1,0,"0-5%",0.379052369077307,39907,55,0.108402034730749,Valid,"74.5716982,16.8708233,74.5635134,16.8698434",881.239746614293
1521,SE/7157,secondary,road,,0,872.75,20.224388486,17650.8350511565,1.01964366729605e-05,0.00476527090173379,"55",secondary,RURAL,0,32,39,1,0,"0-5%",0.37930174563591,3491,55,0,Valid,"77.4258898,21.4604508,77.3324595,21.4024901",20224.3884863538
1522,SE/4558,secondary,road,,0,537.875,32.819475096,17652.775167261,1.01975574284907e-05,0.00477546845916228,"55",secondary,RURAL,0,37,43.375,1,0,"0-5%",0.379551122194514,4303,55,0,Valid,"73.3420095,17.5778495,73.3595848,17.6828375",32819.475096467
1523,TR/11078,trunk,road,,0,8943.83333333333,1.98168811,17723.8881744883,1.02386375968066e-05,0.00478570709675909,"55",trunk,RURAL,17788,48.8333333333333,63.6666666666667,1,0,"0-5%",0.379800498753117,53663,55,0.331476063581984,Valid,"74.6054668,17.0234323,74.6224848,17.0282761",1981.68810977046
1524,SE/5562,secondary,road,,0,2727,6.503053094,17733.825787338,1.02443783019805e-05,0.00479595147506107,"55",secondary,RURAL,0,21.5,28,1,0,"0-5%",0.380049875311721,5454,55,0,Valid,"73.6427198,19.6671449,73.6402408,19.7192554",6503.05309436436
1525,PR/650,primary,road,,0,1104.75,16.053062812,17734.621141557,1.02448377578025e-05,0.00480619631281887,"55",primary,RURAL,2022,54,62.75,1,0,"0-5%",0.380299251870324,4419,55,0.457569585879158,Valid,"73.7884626,16.3736368,73.7458749,16.4972116",16053.0628124126
1526,PR/3017,primary,road,ichalkaranji Sangli Road,1,16608.1666666667,1.068767443,17750.2678212512,1.02538764451043e-05,0.00481645018926397,"45",primary,URBAN,34316,33,42.8333333333333,1,0,"0-5%",0.380548628428928,298947,45,0.114789578085748,Valid,"74.475536,16.6953455,74.4778138,16.704497",1068.76744289257
1527,SE/9634,secondary,road,,0,923,19.257808082,17774.956859686,1.02681386721427e-05,0.00482671832793612,"55",secondary,RURAL,254,40.25,50.75,1,0,"0-5%",0.380798004987531,3692,55,0.0687973997833153,Valid,"80.3824803,21.3790233,80.3109065,21.5196873",19257.8080819761
1528,PR/1334,primary,road,,0,3604,4.943361353,17815.874316212,1.02917756418995e-05,0.00483701010357802,,primary,RURAL,4724,45,56.75,1,1,"0-5%",0.381047381546135,14416,,0.327691453940067,Valid,"73.4965347,19.689415,73.4710582,19.7200141",4943.36135253278
1529,SE/8164,secondary,road,,0,3085,5.783002445,17840.562542825,1.03060373999692e-05,0.00484731614097799,"55",secondary,RURAL,5169,67.5,80,1,0,"0-5%",0.381296758104738,6170,55,0.837763371150729,Valid,"74.8621427,17.9972595,74.9095863,17.9844248",5783.00244538726
1530,TR/13559,trunk,road,New Barshi Road,1,16110,1.110091798,17883.57886578,1.03308868312648e-05,0.00485764702780925,"45",trunk,URBAN,5109,33.5,45.5,1,0,"0-5%",0.381546134663342,32220,45,0.158566108007449,Valid,"76.5388821,18.4184109,76.5400939,18.4084491",1110.09179826473
1531,SE/4574,secondary,road,,0,2235,8.017492506,17919.09575091,1.03514040288364e-05,0.00486799843183809,"55",secondary,RURAL,9631,51.25,61.5,1,0,"0-5%",0.381795511221945,26820,55,0.359097688292319,Valid,"74.2189592,16.9627698,74.2312261,17.0284887",8017.49250603649
1532,PR/2091,primary,road,,0,676.5,26.531040312,17948.248771068,1.0368244984123e-05,0.00487836667682221,"55",primary,RURAL,0,33.5,41.5,1,0,"0-5%",0.382044887780549,1353,55,0,Valid,"79.6886746,20.0652562,79.8883573,19.9376079",26531.0403117186
1533,PR/1832,primary,road,,1,15279,1.175313661,17957.617426419,1.03736570170789e-05,0.00488874033383929,"45",primary,URBAN,8414,38.5,51,1,0,"0-5%",0.382294264339152,30558,45,0.275345245107664,Valid,"78.6243749,20.7411777,78.6136524,20.7434778",1175.31366087337
1534,PR/1874,primary,road,,0,299,60.092270186,17967.588785614,1.03794172166548e-05,0.00489911975105594,"45",primary,RURAL,264,44,55,1,0,"0-5%",0.382543640897756,598,45,0.441471571906354,Valid,"80.0638872,19.4313522,80.3404532,19.838538",60092.2701858442
1535,SE/9374,secondary,road,,0,6262.5,2.877609034,18021.026575425,1.0410286863228e-05,0.00490953003791917,"55",secondary,RURAL,9238,63.5,77.5,1,0,"0-5%",0.382793017456359,12525,55,0.737564870259481,Valid,"77.7511708,21.0311523,77.7535635,21.0055362",2877.60903404608
1536,SE/7564,secondary,road,,0.059420879563282,3207,5.640751623,18089.890454961,1.04500677679108e-05,0.00491998010568708,"55",secondary,RURAL,0,24.25,34.25,1,0,"0-5%",0.383042394014963,12828,55,0,Valid,"79.1013195,21.2518237,79.1485415,21.2488435",5640.75162263354
1537,SE/5588,secondary,road,,0,980,18.47804547,18108.4845606,1.04608091079148e-05,0.004930440914795,"55",secondary,RURAL,784,42,56,1,0,"0-5%",0.383291770573566,3920,55,0.2,Valid,"74.3887681,19.093402,74.5408877,19.1197636",18478.0454704636
1538,PR/1556,primary,road,,0,1351,13.40687892,18112.69342092,1.04632404590432e-05,0.00494090415525404,"55",primary,RURAL,1879,33.9,50,1,0,"0-5%",0.38354114713217,13510,55,0.139082161361954,Valid,"74.2099956,21.1467887,74.3283001,21.1149146",13406.8789204644
1539,TR/13171,trunk,road,Hodekar Road,0.420889702719488,4967,3.651175965,18135.391018155,1.04763522813544e-05,0.00495138050753539,"40",trunk,RURAL,2603,33.5,46,1,0,"0-5%",0.383790523690773,9934,40,0.262029394000403,Valid,"73.292442,17.0047778,73.3187199,16.9949302",3651.17596546045
1540,SE/8298,secondary,road,,0.230964772493431,5771.5,3.156828248,18219.634233332,1.05250174355065e-05,0.0049619055249709,"55",secondary,RURAL,1753,40.5,50.75,1,0,"0-5%",0.384039900249377,23086,55,0.0759334661699731,Valid,"74.5577877,18.9459779,74.5330341,18.9600466",3156.82824781335
1541,PR/1833,primary,road,,1,15501,1.175686937,18224.323210437,1.05277261378412e-05,0.00497243325110874,"45",primary,URBAN,3488,37,49,1,0,"0-5%",0.38428927680798,15501,45,0.225017740790917,Valid,"78.6136895,20.7435589,78.6243749,20.7411777",1175.68693655686
1542,TR/11997,trunk,road,,0.720219362202,16006.5,1.139668753,18242.1078948945,1.05379998958982e-05,0.00498297125100464,"45",trunk,URBAN,18011,47,58.5,1,0,"0-5%",0.384538653366584,32013,45,0.562615187580046,Valid,"74.0129476,19.8462049,74.0023323,19.8446835",1139.66875280446
1543,PR/1429,primary,road,,0,493.5,37.007874631,18263.3861303985,1.05502917891826e-05,0.00499352154279382,"55",primary,RURAL,232,49.5,57.5,1,0,"0-5%",0.384788029925187,987,55,0.235055724417427,Valid,"74.9426231,20.5736982,75.1946137,20.6765546",37007.8746310532
1544,TR/11714,trunk,road,,0,4526,4.037436736,18273.438667136,1.05560988829518e-05,0.00500407764167677,"55",trunk,RURAL,4867,56.5,71,1,0,"0-5%",0.385037406483791,9052,55,0.537671232876712,Valid,"76.6006909,18.5292538,76.566183,18.5149352",4037.4367359858
1545,PR/2094,primary,road,,0,420.625,43.451718906,18276.8792648363,1.05580864283833e-05,0.00501463572810516,"55",primary,RURAL,1231,51.125,61.625,1,0,"0-5%",0.385286783042394,3365,55,0.365824665676077,Valid,"79.3891851,20.5028896,79.6760333,20.2981001",43451.7189064975
1546,PR/830,primary,road,,0,1473.375,12.422200366,18302.5594642552,1.05729212238117e-05,0.00502520864932897,"55",primary,RURAL,6257,55.75,66.75,1,0,"0-5%",0.385536159600998,11787,55,0.530839059981335,Valid,"73.3616446,17.7422195,73.3260733,17.8187013",12422.200365526
1547,PR/3798,primary,road,SH173,0,1009,18.228568293,18392.625407637,1.06249500193571e-05,0.00503583359934833,"55",primary,RURAL,0,27.5,36.1666666666667,1,0,"0-5%",0.385785536159601,6054,55,0,Valid,"76.4461613,20.4128752,76.4119322,20.2721839",18228.568292615
1548,SE/5071,secondary,road,,1,20008.5,0.922908156,18466.007839326,1.06673411762319e-05,0.00504650094052456,"45",secondary,URBAN,21508,46.5,63,1,0,"0-5%",0.386034912718205,40017,45,0.537471574580803,Valid,"74.6081208,18.1789797,74.6010338,18.1838046",922.908155888924
1549,SE/9833,secondary,road,Ajara Mahagaon Road,0,1875,9.864175626,18495.32929875,1.06842794345811e-05,0.00505718521995914,"55",secondary,RURAL,0,27,34,1,0,"0-5%",0.386284289276808,3750,55,0,Valid,"74.2843079,16.1330526,74.2120961,16.1126359",9864.17562558053
1550,PR/266,primary,road,,1,4361.5,4.242948896,18505.621609904,1.06902250399078e-05,0.00506787544499905,"45",primary,URBAN,4602,35.5,45.8333333333333,1,0,"0-5%",0.386533665835411,26169,45,0.175856929955291,Valid,"74.4388805,16.7233186,74.4777202,16.7184737",4242.94889552653
1551,TR/13524,trunk,road,Nagpur Tuljapur Road,0,8109.83333333333,2.288425514,18558.7495142877,1.07209156735829e-05,0.00507859636067263,"55",trunk,RURAL,36110,66.3333333333333,83.1666666666667,1,0,"0-5%",0.386783042394015,48659,55,0.742103208039623,Valid,"77.7518606,19.7713905,77.7628148,19.7884961",2288.42551380114
1552,SE/5346,secondary,road,,0,1647.5,11.273012419,18572.2879603025,1.07287364881245e-05,0.00508932509716075,"55",secondary,RURAL,1115,49,63.5,1,0,"0-5%",0.387032418952618,3295,55,0.338391502276176,Valid,"74.1644225,18.3196597,74.0679332,18.3436088",11273.0124189381
1553,SE/8711,secondary,road,,0.988124050845331,10220,1.818140445,18581.3953479,1.07339975933711e-05,0.00510005909475413,"45",secondary,URBAN,894,31,41,1,0,"0-5%",0.387281795511222,10220,45,0.0874755381604697,Valid,"77.3269105,19.1161777,77.3441238,19.1174296",1818.14044466477
1554,SE/5586,secondary,road,,0,2369,7.866232738,18635.105356322,1.07650244936844e-05,0.00511082411924781,"45",secondary,RURAL,237,32,39.5,1,0,"0-5%",0.387531172069825,4738,45,0.0500211059518784,Valid,"74.5013399,19.0385631,74.4424401,19.0041499",7866.2327377467
1555,TR/14013,trunk,road,नागपूर आदिलाबाद रोड,0,20389.5,0.914211234,18640.309955643,1.07680310578062e-05,0.00512159215030562,,trunk,RURAL,31603,66.5,84.5,1,1,"0-5%",0.387780548628429,40779,,0.774982221241325,Valid,"78.7119467,20.2634852,78.7088228,20.2557942",914.211233771009
1556,TR/12860,trunk,road,,0,551,33.838552614,18645.042490314,1.07707649222345e-05,0.00513236291522785,"55",trunk,RURAL,583,44.75,59.25,1,0,"0-5%",0.388029925187032,2204,55,0.264519056261343,Valid,"80.6104849,20.3349804,80.336031,20.3115361",33838.5526143581
1557,PR/1751,primary,road,,0,539.166666666667,34.636942354,18675.0847525317,1.0788119569951e-05,0.0051431510347978,"55",primary,RURAL,2234,59.6666666666667,72.6666666666667,1,0,"0-5%",0.388279301745636,3235,55,0.690571870170015,Valid,"77.3501217,20.9292069,77.5660231,21.1466049",34636.9423542117
1558,SE/6252,secondary,road,,0,2483.5,7.530047992,18700.874188132,1.08030174683319e-05,0.00515395405226613,"55",secondary,RURAL,0,35.5,42,1,0,"0-5%",0.388528678304239,4967,55,0,Valid,"73.5816582,19.8201657,73.6372098,19.8401509",7530.04799180708
1559,TR/11718,trunk,road,,0,20106.3333333333,0.932803289,18755.2538630637,1.08344312178871e-05,0.00516478848348402,"55",trunk,RURAL,4200,23.8333333333333,40.1666666666667,1,0,"0-5%",0.388778054862843,120638,55,0.0348149007775328,Valid,"76.0740037,18.7138762,76.0651612,18.7141179",932.803289043956
1560,SE/9206,secondary,road,,0,1397.5,13.439977573,18782.3686582675,1.08500947426662e-05,0.00517563857822669,"45",secondary,RURAL,3290,42.1666666666667,52.8333333333333,1,0,"0-5%",0.389027431421446,8385,45,0.392367322599881,Valid,"75.1167849,20.8747625,75.0994292,20.7561993",13439.9775729032
1561,PR/2830,primary,road,Chiplun Guhagar Road,0,5231,3.591117429,18785.135271099,1.08516929442501e-05,0.00518649027117094,"55",primary,RURAL,2829,41.25,48.75,1,0,"0-5%",0.38927680798005,20924,55,0.13520359395909,Valid,"73.2174879,17.4815003,73.1900342,17.4834945",3591.11742866636
1562,SE/6266,secondary,road,,0,772.5,24.357607799,18816.2520247275,1.08696682982161e-05,0.00519735993946915,"55",secondary,RURAL,1405,44.25,58.75,1,0,"0-5%",0.389526184538653,6180,55,0.227346278317152,Valid,"73.6719003,20.3466292,73.8315841,20.2267827",24357.6077988056
1563,SE/9174,secondary,road,,0,1653,11.428089106,18890.631292218,1.0912635301678e-05,0.00520827257477083,"55",secondary,RURAL,2149,60,73,1,0,"0-5%",0.389775561097257,3306,55,0.650030248033878,Valid,"75.0183715,19.9311236,75.095775,19.9867053",11428.0891057567
1564,PR/1840,primary,road,,0,1545,12.274671733,18964.367827485,1.09552310151473e-05,0.00521922780578598,"55",primary,RURAL,2497,68,80.5,1,0,"0-5%",0.39002493765586,3090,55,0.808090614886731,Valid,"78.138411,20.8162951,78.1403635,20.9133058",12274.6717329144
1565,SE/4435,secondary,road,,0.219390493969455,3964.33333333333,4.795114379,19009.4317698157,1.09812633038678e-05,0.00523020906908985,"55",secondary,RURAL,0,35.8333333333333,42.5,1,0,"0-5%",0.390274314214464,23786,55,0,Valid,"74.2237733,16.6638649,74.2271384,16.6243797",4795.11437919821
1566,SE/9960,secondary,road,Junnar-Ghodegaon Road,0,2998,6.348326157,19032.281818686,1.09944631935957e-05,0.00524120353228344,"55",secondary,RURAL,2480,46.5,56.75,1,0,"0-5%",0.390523690773067,11992,55,0.206804536357572,Valid,"73.8667763,19.2059661,73.8637018,19.1552653",6348.32615721277
1567,PR/992,primary,road,,0.785795596894367,5262,3.630972897,19106.179384014,1.10371519300191e-05,0.00525224068421346,"55",primary,URBAN,3986,49.5,67,1,0,"0-5%",0.390773067331671,10524,55,0.378753325731661,Valid,"75.6588297,18.2370812,75.692153,18.2340401",3630.97289715739
1568,PR/2222,primary,road,,1,19618,0.974245475,19112.74772855,1.10409462949267e-05,0.00526328163050839,"30",primary,URBAN,13733,35,47,1,0,"0-5%",0.391022443890274,19618,30,0.700020389438271,Valid,"75.7550841,19.0008045,75.7563291,19.0095212",974.245475450489
1569,PR/1382,primary,road,,0,1178.5,16.225854041,19122.1689873185,1.10463887155337e-05,0.00527432801922392,"55",primary,RURAL,460,47,57,1,0,"0-5%",0.391271820448878,2357,55,0.195163343232923,Valid,"74.1350174,20.7825759,74.0013829,20.7700772",16225.8540408797
1570,TR/12650,trunk,road,,0,1646.7,11.617220658,19130.0772575286,1.10509571212865e-05,0.00528537897634521,"55",trunk,RURAL,294,32.2,42.6,1,0,"0-5%",0.391521197007481,16467,55,0.0178538895973766,Valid,"76.0393768,21.2460926,76.1407662,21.2755133",11617.220657732
1571,TR/13800,trunk,road,State Highway 10 - State Highway 16,0,26166,0.732427268,19164.691894488,1.107095311313e-05,0.00529644992945834,,trunk,RURAL,0,30,44,1,1,"0-5%",0.391770573566085,26166,,0,Valid,"74.5201715,20.5341282,74.5227825,20.5401927",732.42726816688
1572,PR/2855,primary,road,Dhule Malegaon Road,1,7267,2.64043455,19188.03787485,1.10844394898164e-05,0.00530753436894815,"20",primary,URBAN,13821,33.5,44,1,0,"0-5%",0.392019950124688,14534,20,0.950942617311132,Valid,"74.7747737,20.8948029,74.7721807,20.8717885",2640.43454987534
1573,TR/12714,trunk,road,,0.0828977188744972,2014,9.623405529,19381.538735406,1.11962199956737e-05,0.00531873058894383,"55",trunk,RURAL,190,34.5,47,1,0,"0-5%",0.392269326683292,4028,55,0.0471698113207547,Valid,"78.2759268,21.5614859,78.2676073,21.4766999",9623.40552903943
1574,TR/14081,trunk,road,"राष्ट्रीय महामार्ग ६१ , राष्ट्रीय महामार्ग १६०",1,13324.5,1.454783539,19384.2632654055,1.11977938870802e-05,0.00532992838283091,,trunk,URBAN,0,17,24.5,1,1,"0-5%",0.392518703241895,53298,,0,Valid,"74.7298656,19.0956355,74.7335016,19.0836617",1454.78353936962
1575,PR/2507,primary,road,,1,16355,1.185719118,19392.43617489,1.12025151681839e-05,0.00534113089799909,"55",primary,URBAN,0,23.5,35,1,0,"0-5%",0.392768079800499,32710,55,0,Valid,"78.5987653,20.7363821,78.6024553,20.7464808",1185.71911839647
1576,SE/8090,secondary,road,,0,3623.5,5.354449477,19401.8476799095,1.12079519542992e-05,0.00535233884995339,"55",secondary,RURAL,358,45,51.5,1,0,"0-5%",0.393017456359102,7247,55,0.0493997516213606,Valid,"73.3439259,18.2544197,73.3372696,18.2923173",5354.44947746055
1577,SE/10707,secondary,road,Shirol Wadi Road,1,15176.5,1.28356631,19480.044103715,1.12531240314884e-05,0.00536359197398488,"55",secondary,URBAN,7138,46,59,1,0,"0-5%",0.393266832917706,30353,55,0.235166210918196,Valid,"74.5677658,16.7660014,74.5795737,16.7652556",1283.56631008511
1578,PR/1624,primary,road,,0.458146732619935,7557.25,2.579848157,19496.5574844883,1.12626633898713e-05,0.00537485463737475,"55",primary,RURAL,13163,43.5,56,1,0,"0-5%",0.393516209476309,60458,55,0.217721393363988,Valid,"77.3270218,20.9215191,77.3501217,20.9292069",2579.84815703766
1579,SE/10705,secondary,road,Shirol Narsobawadi Road,1,5943.5,3.285091079,19524.9388280365,1.12790585672861e-05,0.00538613369594204,"45",secondary,URBAN,3867,35,44.75,1,0,"0-5%",0.393765586034913,23774,45,0.162656683772188,Valid,"74.5564217,16.7799028,74.5560689,16.7680044",3285.09107857829
1580,SE/8306,secondary,road,,0,2721.5,7.178503988,19536.298603342,1.12856208193941e-05,0.00539741931676143,"55",secondary,RURAL,1702,48.5,62.5,1,0,"0-5%",0.394014962593516,5443,55,0.312695204850266,Valid,"74.7195863,19.0220497,74.7521129,18.9656168",7178.50398757347
1581,SE/10409,secondary,road,Mhasrul Adgaon Road,0.0823964686536158,21224,0.922292941,19574.745379784,1.13078305403582e-05,0.00540872714730179,"45",secondary,RURAL,22477,45.5,57.5,1,0,"0-5%",0.39426433915212,42448,45,0.529518469656992,Valid,"73.8087684,20.0474321,73.8162723,20.0452348",922.292940516516
1582,TR/11010,trunk,road,,0,21818,0.897267988,19576.592962184,1.13088978415304e-05,0.00542003604514332,"40",trunk,RURAL,0,87,104.333333333333,1,0,"0-5%",0.394513715710723,65454,40,0,Valid,"75.2108844,17.7132663,75.2186524,17.7101173",897.267987644769
1583,PR/2793,primary,road,Bicholim Maulinguem Ladpem Dodamarg,0,20770.5,0.942765025,19581.7009517625,1.1311848596671e-05,0.00543134789373999,"55",primary,RURAL,0,34.5,45,1,0,"0-5%",0.394763092269327,41541,55,0,Valid,"73.9626515,15.6740247,73.9686609,15.6801307",942.765024639107
1584,PR/1630,primary,road,,1,9965.5,1.96893435,19621.415264925,1.13347905412304e-05,0.00544268268428122,"55",primary,URBAN,675,32,43.5,1,0,"0-5%",0.39501246882793,19931,55,0.0338668406000702,Valid,"77.5686901,19.9105726,77.5756113,19.9260696",1968.93435016803
1585,PR/3444,primary,road,New Arts College Road,1,22549.5,0.871617914,19654.548151743,1.13539305638556e-05,0.00545403661484508,"45",primary,URBAN,0,24.25,32.5,1,0,"0-5%",0.395261845386534,90198,45,0,Valid,"74.7324349,19.099212,74.7355266,19.1063556",871.617913699481
1586,PR/1861,primary,road,,0,5217.66666666667,3.767453393,19657.3159868763,1.1355529471532e-05,0.00546539214431661,"55",primary,RURAL,0,23.8333333333333,34.1666666666667,1,0,"0-5%",0.395511221945137,31306,55,0,Valid,"78.6081712,21.2574966,78.5834737,21.2780836",3767.45339348137
1587,SE/9368,secondary,road,,1,16034.5,1.235320221,19807.7420836245,1.14424267863054e-05,0.00547683457110291,"45",secondary,URBAN,12429,42,53.5,1,0,"0-5%",0.395760598503741,32069,45,0.387570550999408,Valid,"77.7568109,20.9603335,77.7561523,20.9714233",1235.32022136758
1588,PR/1736,primary,road,,0.394287393765856,6907.33333333333,2.870447241,19827.135909334,1.14536301041722e-05,0.00548828820120709,"55",primary,RURAL,24383,58,72,1,0,"0-5%",0.396009975062344,41444,55,0.588336067947109,Valid,"78.0686154,20.3771115,78.0913198,20.3900414",2870.44724110615
1589,SE/8800,secondary,road,,0,3517.5,5.642648574,19848.016359045,1.14656922067619e-05,0.00549975389341385,"55",secondary,RURAL,3353,54,69.5,1,0,"0-5%",0.396259351620948,7035,55,0.476616915422886,Valid,"74.3658831,19.7746109,74.394557,19.8163082",5642.64857419733
