segment_id,country,road_class,land_use,power_environment_used,rank_within_environment,speed_limit,median_speed,v_safe,misalignment,exposure_level,confidence_level,confidence_note,speedlimit_plausibility,delta_fatal_percent,delta_fatal_abs,sample_size_total,priority_class,review_track,score_explanation,street_image_link
thailand_15971-3,thailand,primary,URBAN,urban_residential,1.0,90.0,49.05,30,60.0,high,medium,,high,72.14816383612772,473703.0827328895,656569.8384352864,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.98825426,13.38770426,100.9698627,13.3338219"
thailand_15971-5,thailand,primary,URBAN,urban_residential,1.0,90.0,49.05,30,60.0,high,high,,high,72.14816383612772,162477.15481224676,225199.29291795418,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.98825426,13.38770426,100.9698627,13.3338219"
thailand_15971-6,thailand,primary,URBAN,urban_residential,1.0,90.0,49.05,30,60.0,high,high,,high,72.14816383612772,214624.4785614988,297477.3953346641,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.98825426,13.38770426,100.9698627,13.3338219"
thailand_40005-5,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.8,30,60.0,high,medium,,high,71.77566455430882,31529.212454837383,43927.44065919572,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.47994401,11.24199584,99.4992835,11.2217455"
thailand_34620-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.6,30,60.0,high,medium,,high,71.47268076032998,135187.0129206969,189145.01524578434,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.9572173,13.3150319,100.9337032,13.3335734"
thailand_34620-2,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.6,30,60.0,high,high,,high,71.47268076032998,52833.53212116815,73921.29630387775,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.9572173,13.3150319,100.9337032,13.3335734"
thailand_34620-3,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.6,30,60.0,high,medium,,high,71.47268076032998,51470.10452539618,72013.67568398808,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.9572173,13.3150319,100.9337032,13.3335734"
thailand_34620-4,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.6,30,60.0,high,medium,,high,71.47268076032998,131619.92253815246,184154.17070966572,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.9572173,13.3150319,100.9337032,13.3335734"
thailand_39508-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.5,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,71.31949844191571,15477.121127702665,21701.107643525564,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.3996798,18.1921915,99.3904728,18.2012491"
thailand_39508-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,48.5,30,60.0,high,medium,,low,71.31949844191571,95687.80722535202,134167.8072838418,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.3996798,18.1921915,99.3904728,18.2012491"
thailand_241-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,47.7,30,60.0,high,medium,,high,70.0520239758774,100812.18185005288,143910.44844723944,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6047971,13.5755552,100.5970622,13.590488"
thailand_241-2,thailand,secondary,URBAN,urban_residential,1.0,90.0,47.7,30,60.0,high,medium,,high,70.0520239758774,28947.137942806716,41322.343452595655,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6047971,13.5755552,100.5970622,13.590488"
thailand_241-4,thailand,secondary,URBAN,urban_residential,1.0,90.0,47.7,30,60.0,high,high,,high,70.0520239758774,58444.01100349776,83429.4395599806,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6047971,13.5755552,100.5970622,13.590488"
thailand_34254-1,thailand,primary,URBAN,urban_residential,1.0,90.0,46.2,30,60.0,high,medium,,low,67.45785874904135,115543.85975582423,171283.02305840122,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"104.857614,15.2166701,104.8655278,15.1959195"
thailand_16722-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,46.1,30,60.0,high,medium,,low,67.27400525919136,264539.25692791113,393226.56040576426,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.77498626,13.94431781,100.76783499,13.94199564"
thailand_16722-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,46.1,30,60.0,high,medium,,low,67.27400525919136,165171.1061251048,245519.95304685412,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.77498626,13.94431781,100.76783499,13.94199564"
thailand_35880-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.8,30,60.0,high,high,,high,66.71373859626664,36957.509361979355,55397.149282303195,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7020097,14.0064776,100.6954063,14.07532886"
thailand_242-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.7,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,66.52403215038001,34302.205394143275,51563.629391258015,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5971918,13.5905197,100.604816,13.5756759"
thailand_242-3,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.7,30,60.0,high,medium,,low,66.52403215038001,71237.8078607446,107085.82381132418,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5971918,13.5905197,100.604816,13.5756759"
thailand_36884-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.275,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,65.70085699752902,7837.895424547407,11929.669996301856,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.9153725,14.5203895,100.9811655,14.5696426"
thailand_36884-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.275,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,65.70085699752902,22630.593073901742,34444.897841671795,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.9153725,14.5203895,100.9811655,14.5696426"
thailand_36884-3,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.275,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,65.70085699752902,44592.81866477569,67872.50684789821,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.9153725,14.5203895,100.9811655,14.5696426"
thailand_36884-5,thailand,secondary,URBAN,urban_residential,1.0,90.0,45.275,30,60.0,high,medium,,low,65.70085699752902,226009.7257450301,343998.13955779944,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.9153725,14.5203895,100.9811655,14.5696426"
thailand_36331-0,thailand,primary,URBAN,urban_residential,1.0,90.0,45.2,30,60.0,high,medium,,low,65.5526885428979,264218.72754551255,403063.14419523306,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36331-1,thailand,primary,URBAN,urban_residential,1.0,90.0,45.2,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,65.5526885428979,26931.504778442897,41083.753202309665,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36331-2,thailand,primary,URBAN,urban_residential,1.0,90.0,45.2,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,65.5526885428979,86844.92456718582,132481.10260245728,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_55874-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.85,30,60.0,high,medium,,low,64.84938733225107,84292.92804043605,129982.6128018256,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.272751,13.5586504,100.1896934,13.5259663"
thailand_55874-2,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.85,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,64.84938733225107,73635.53342303785,113548.54140066366,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.272751,13.5586504,100.1896934,13.5259663"
thailand_55874-3,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.85,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,64.84938733225107,56812.43187810793,87606.73649395267,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.272751,13.5586504,100.1896934,13.5259663"
thailand_55874-5,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.85,30,60.0,high,medium,,low,64.84938733225107,690951.5360306936,1065471.1855497633,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.272751,13.5586504,100.1896934,13.5259663"
thailand_55874-6,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.85,30,60.0,high,medium,,low,64.84938733225107,862540.3968906103,1330067.148470421,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.272751,13.5586504,100.1896934,13.5259663"
thailand_35456-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.8,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,64.74729669521437,19028.425657025364,29388.756949341176,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.7169884,16.0575319,102.7255141,16.0564944"
thailand_34317-1,thailand,primary,URBAN,urban_residential,1.0,90.0,44.7,30,60.0,high,medium,,high,64.54188027150853,20031.112683014682,31035.836884128163,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.819378,17.0214349,99.8050091,17.0088969"
thailand_48896-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,44.15,30,60.0,high,medium,,low,63.38193243279356,26504.759094326066,41817.53076467042,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.9630913,13.2227075,100.9428103,13.2138517"
thailand_55762-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,43.1,30,60.0,high,medium,,high,61.01708061046003,12535.637835527712,20544.473301757334,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.32498932,13.98124145,100.4106348,13.9269943"
thailand_55762-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,43.1,30,60.0,high,high,,high,61.01708061046003,1900383.3986967297,3114510.5266982424,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.32498932,13.98124145,100.4106348,13.9269943"
maharashtra_2219-0,maharashtra,primary,URBAN,urban_residential,1.0,80.0,43.0,30,50.0,high,medium,,low,60.780931199671606,10524.05742253735,17314.73541918063,Top Priority,Field Verification Needed,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"77.769853,20.9428585,77.7613294,20.9337229"
thailand_34867-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,42.4,30,60.0,high,medium,,high,59.32158383232486,26853.36964440247,45267.452265443106,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2330076,13.7801223,100.2426194,13.7825002"
thailand_36520-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,41.6,30,60.0,high,medium,,low,57.256251814443914,63485.61709635693,110879.79929615572,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.1232276,18.7421695,99.0830772,18.7631124"
thailand_36520-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,41.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,57.256251814443914,22230.1592928458,38825.73271629675,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.1232276,18.7421695,99.0830772,18.7631124"
thailand_36520-4,thailand,secondary,URBAN,urban_residential,1.0,90.0,41.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,57.256251814443914,57535.50781204913,100487.73014082415,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.1232276,18.7421695,99.0830772,18.7631124"
thailand_36520-5,thailand,secondary,URBAN,urban_residential,1.0,90.0,41.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,57.256251814443914,10245.363128906076,17893.876745738184,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.1232276,18.7421695,99.0830772,18.7631124"
thailand_36332-0,thailand,primary,URBAN,urban_residential,1.0,90.0,41.1,30,60.0,high,medium,,low,55.89106973008211,483466.6603325641,865015.936655707,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36332-1,thailand,primary,URBAN,urban_residential,1.0,90.0,41.1,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,55.89106973008211,49331.33984611162,88263.36673166257,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36332-2,thailand,primary,URBAN,urban_residential,1.0,90.0,41.1,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,55.89106973008211,159319.00143124472,285052.6966126305,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
maharashtra_2187-1,maharashtra,primary,URBAN,urban_residential,1.0,80.0,40.0,30,50.0,high,medium,,low,52.667517301488466,8594.531875411962,16318.467844636883,Top Priority,Field Verification Needed,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"77.7610608,20.933757,77.769751,20.9428974"
thailand_34443-6,thailand,secondary,URBAN,urban_residential,1.0,90.0,39.5125,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,51.134140803530606,21983.21078769467,42991.25876028569,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.00832367,9.44583083,99.96665192,9.57744"
thailand_34443-10,thailand,secondary,URBAN,urban_residential,1.0,90.0,39.5125,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,51.134140803530606,97867.47818364699,191393.61030759636,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.00832367,9.44583083,99.96665192,9.57744"
thailand_24848-0,thailand,primary,URBAN,urban_residential,1.0,90.0,35.9,30,60.0,high,medium,,low,37.29968885763745,83145.16630454152,222911.15248141487,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5505604,13.9686544,100.5506214,13.9733826"
thailand_24848-1,thailand,primary,URBAN,urban_residential,1.0,90.0,35.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,37.29968885763745,43108.312528344024,115572.84751858516,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5505604,13.9686544,100.5506214,13.9733826"
thailand_36684-0,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,6845.348099567977,18696.298134745542,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-2,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,7381.446388318897,20160.511976061614,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-4,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,6709.321467115473,18324.776564533797,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-5,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,6645.338809625997,18150.02448144367,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-6,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,16849.926599173657,46021.21713380974,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-7,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,8224.385728554002,22462.782800760193,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-8,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,10578.750336910378,28893.12089247861,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-9,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,7150.114505194681,19528.688759469398,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-11,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,62367.09626421936,170339.59538563286,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-12,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,61286.519323048655,167388.2789067917,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-13,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,16567.03904317872,45248.582929009455,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-14,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,10917.290182619086,29817.75493501331,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-16,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,36.613387582039344,5994.971956787006,16373.715607041599,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_36684-18,thailand,primary,URBAN,urban_residential,1.0,90.0,35.75,30,60.0,high,medium,,low,36.613387582039344,55385.574536788285,151271.37420072439,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.9268792,18.7245515,99.0602701,18.8055207"
thailand_46295-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,35.2,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,34.00601750582173,19829.691490239322,58312.30160028159,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.447927,13.8401051,100.449607,13.8398827"
thailand_46295-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,35.2,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,34.00601750582173,40425.91098850125,118878.69839971839,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.447927,13.8401051,100.449607,13.8398827"
thailand_53252-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,34.9,30,60.0,high,medium,,low,32.52092010443665,6799.986060645886,20909.57463321649,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.7769344,17.4255232,102.7825516,17.4497322"
maharashtra_3832-2,maharashtra,primary,URBAN,urban_residential,1.0,80.0,34.54545454545455,30,50.0,high,low,Exposure uncertain -- field verification recommended,low,30.705479728208505,922339.5318050041,3003827.1343393777,Top Priority,Field Verification Needed,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"73.8097894,18.6859578,73.8097894,18.6859578"
thailand_16718-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,34.3,30,60.0,high,medium,,low,29.408802355990417,89143.19442230658,303117.3909880373,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.76771369,13.94199564,100.77498626,13.94442724"
thailand_16718-2,thailand,secondary,URBAN,urban_residential,1.0,90.0,34.3,30,60.0,high,medium,,low,29.408802355990417,56765.04073459365,193020.57951037545,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.76771369,13.94199564,100.77498626,13.94442724"
thailand_36329-0,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,medium,,high,26.094370584349868,34482.021246633216,132143.52549784762,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_36329-1,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,medium,,high,26.094370584349868,28262.43031196635,108308.53428944854,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_36329-2,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,high,,high,26.094370584349868,25670.595887541873,98375.99188132111,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_36329-3,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,high,,high,26.094370584349868,91156.4031855879,349333.5962671545,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_36329-4,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,medium,,high,26.094370584349868,7742.7966067292555,29672.28729162376,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_36329-5,thailand,primary,URBAN,urban_residential,1.0,90.0,33.7,30,60.0,high,medium,,high,26.094370584349868,51528.57049491907,197470.06477260424,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_55776-0,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,25.08713317586754,1889.3880309303556,7531.303069526671,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.4368305,13.8485715,100.4773328,13.8027867"
thailand_55776-1,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,medium,,low,25.08713317586754,12404.807261678014,49446.89046260083,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4368305,13.8485715,100.4773328,13.8027867"
thailand_55776-2,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,25.08713317586754,12095.561803605668,48214.204942480006,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.4368305,13.8485715,100.4773328,13.8027867"
thailand_55776-3,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,medium,,low,25.08713317586754,39119.388939289114,155934.0745116299,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4368305,13.8485715,100.4773328,13.8027867"
thailand_55776-4,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,low,Exposure uncertain -- field verification recommended,low,25.08713317586754,15912.041435125382,63427.101548740946,Watch,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.4368305,13.8485715,100.4773328,13.8027867"
thailand_55776-5,thailand,secondary,URBAN,urban_residential,1.0,90.0,33.525,30,60.0,high,medium,,low,25.08713317586754,24882.31089487242,99183.55644880082,Top Priority,Field Verification Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4368305,13.8485715,100.4773328,13.8027867"
