segment_id,country,road_class,land_use,speed_limit,median_speed,v_safe,misalignment,f85_speed,operating_gap,exposure_level,confidence_level,speedlimit_plausibility,power_environment_used,power_exponent_used,delta_fatal_percent,delta_fatal_percent_ci_low,delta_fatal_percent_ci_high,safety_score,priority_class,score_explanation,street_image_link
thailand_36333-0,thailand,primary,URBAN,80.0,83.31428571,30,50.0,99.85714285,69.85714285,high,high,high,urban_residential,2.6,92.97502753118884,26.39275995963747,99.32954641200385,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4874486,13.7662987,100.3730652,13.7866264"
thailand_16519-8,thailand,secondary,URBAN,80.0,49.4,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,72.65832006642725,13.896998347138789,91.31775376886534,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7176987,13.8125365,100.6478775,13.7662641"
thailand_16448-6,thailand,secondary,URBAN,80.0,43.4,30,50.0,55.5,25.5,high,high,high,urban_residential,2.6,61.71382628381462,10.48631056595115,83.62450361398737,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.548419,13.7976957,100.5531882,13.8297264"
thailand_16519-11,thailand,secondary,URBAN,80.0,49.4,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,72.65832006642725,13.896998347138789,91.31775376886534,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7176987,13.8125365,100.6478775,13.7662641"
thailand_16448-5,thailand,secondary,URBAN,80.0,43.4,30,50.0,55.5,25.5,high,high,high,urban_residential,2.6,61.71382628381462,10.48631056595115,83.62450361398737,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.548419,13.7976957,100.5531882,13.8297264"
thailand_16448-1,thailand,secondary,URBAN,80.0,43.4,30,50.0,55.5,25.5,high,high,high,urban_residential,2.6,61.71382628381462,10.48631056595115,83.62450361398737,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.548419,13.7976957,100.5531882,13.8297264"
thailand_36334-1,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_16519-4,thailand,secondary,URBAN,80.0,49.4,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,72.65832006642725,13.896998347138789,91.31775376886534,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7176987,13.8125365,100.6478775,13.7662641"
thailand_16450-4,thailand,primary,URBAN,80.0,69.8,30,50.0,83.0,53.0,high,high,high,urban_residential,2.6,88.87010253326599,22.37890775352165,98.40411138216581,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.746422,13.7285566,100.733914,13.8191117"
thailand_36345-7,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_16450-7,thailand,primary,URBAN,80.0,69.8,30,50.0,83.0,53.0,high,high,high,urban_residential,2.6,88.87010253326599,22.37890775352165,98.40411138216581,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.746422,13.7285566,100.733914,13.8191117"
thailand_16450-5,thailand,primary,URBAN,80.0,69.8,30,50.0,83.0,53.0,high,high,high,urban_residential,2.6,88.87010253326599,22.37890775352165,98.40411138216581,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.746422,13.7285566,100.733914,13.8191117"
thailand_36345-18,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_16519-1,thailand,secondary,URBAN,80.0,49.4,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,72.65832006642725,13.896998347138789,91.31775376886534,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7176987,13.8125365,100.6478775,13.7662641"
thailand_36345-17,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36345-16,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36345-14,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36345-3,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36334-3,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_36339-0,thailand,secondary,URBAN,80.0,73.5,30,50.0,92.0,62.0,high,high,high,urban_residential,2.6,90.26876006657717,23.57240831978904,98.7609575473989,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7449595,13.6447703,100.7369672,13.6215364"
thailand_36338-1,thailand,secondary,URBAN,80.0,73.7,30,50.0,89.0,59.0,high,high,high,urban_residential,2.6,90.33727112659525,23.634688070808963,98.77734632489285,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.733257,13.6231869,100.7448462,13.6448215"
thailand_36334-12,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_36334-9,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_36334-6,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_36334-5,thailand,primary,URBAN,80.0,76.78333333,30,50.0,93.16666666,63.166666660000004,high,high,high,urban_residential,2.6,91.3139732709305,24.56788447412589,98.99980187732862,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3731148,13.7867723,100.4876905,13.7662873"
thailand_16519-2,thailand,secondary,URBAN,80.0,49.4,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,72.65832006642725,13.896998347138789,91.31775376886534,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7176987,13.8125365,100.6478775,13.7662641"
thailand_16448-0,thailand,secondary,URBAN,80.0,43.4,30,50.0,55.5,25.5,high,high,high,urban_residential,2.6,61.71382628381462,10.48631056595115,83.62450361398737,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.548419,13.7976957,100.5531882,13.8297264"
thailand_16521-0,thailand,secondary,URBAN,80.0,39.1,30,50.0,50.0,20.0,high,high,high,urban_residential,2.6,49.78243006677472,7.640122293513585,72.69588924735805,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4900078,13.7345187,100.4804816,13.7450179"
thailand_36345-20,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_16521-4,thailand,secondary,URBAN,80.0,39.1,30,50.0,50.0,20.0,high,high,high,urban_residential,2.6,49.78243006677472,7.640122293513585,72.69588924735805,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4900078,13.7345187,100.4804816,13.7450179"
thailand_36324-12,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_36324-10,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_36324-6,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_36324-5,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_36324-3,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_36321-11,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-9,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-7,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-5,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-3,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-1,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36321-0,thailand,primary,URBAN,80.0,35.76666666,30,50.0,51.33333333,21.333333330000002,high,high,high,urban_residential,2.6,36.69015538027164,5.13787778706114,57.74776768353331,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5107799,13.8430011,100.504868,13.9042217"
thailand_36309-0,thailand,primary,URBAN,80.0,37.4,30,50.0,54.0,24.0,high,high,high,urban_residential,2.6,43.62986219079901,6.4002053884031795,66.05128836217965,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.6712781,16.0539509,103.6288057,16.0596539"
thailand_36308-1,thailand,primary,URBAN,80.0,46.3,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,67.64028517837184,12.206557403834362,88.0725585832895,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.6266067,16.0606153,103.673288,16.0543786"
thailand_36292-20,thailand,secondary,URBAN,80.0,53.825,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,78.12456176028415,16.084697422820106,94.29740722510657,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.97838777,18.9919949,99.0109816,18.8097767"
thailand_50234-4,thailand,secondary,RURAL,86.0,64.91666667,30,56.0,74.16666667,44.16666667,high,medium,high,rural_freeway,4.1,95.77782065733861,89.33849229988543,98.32792894747851,91.66666666666666,Priority,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"101.3846651,16.9934262,101.2005642,16.994256"
thailand_50234-5,thailand,secondary,RURAL,86.0,64.91666667,30,56.0,74.16666667,44.16666667,high,medium,high,rural_freeway,4.1,95.77782065733861,89.33849229988543,98.32792894747851,91.66666666666666,Priority,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"101.3846651,16.9934262,101.2005642,16.994256"
thailand_36324-13,thailand,primary,URBAN,80.0,49.25,30,50.0,63.5,33.5,high,high,high,urban_residential,2.6,72.44127940589846,13.818409273705734,91.18740934829327,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5049872,13.9042986,100.5109588,13.8428541"
thailand_50109-1,thailand,secondary,RURAL,80.0,81.8,30,50.0,93.5,63.5,high,high,high,rural_freeway,4.1,98.36352792328246,94.5466037139143,99.5089223820559,91.66666666666666,Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"101.1722993,16.8766252,101.1765011,16.7940455"
thailand_36325-0,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36326-4,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_16521-5,thailand,secondary,URBAN,80.0,39.1,30,50.0,50.0,20.0,high,high,high,urban_residential,2.6,49.78243006677472,7.640122293513585,72.69588924735805,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4900078,13.7345187,100.4804816,13.7450179"
thailand_49732-2,thailand,secondary,RURAL,80.0,55.0,30,50.0,64.0,34.0,high,high,high,rural_freeway,4.1,91.66875094638898,82.75751570255024,95.97449476560868,91.66666666666666,Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"101.1574357,19.1516034,101.1534079,19.081725"
thailand_16447-5,thailand,secondary,URBAN,80.0,37.83333333,30,50.0,51.66666666,21.666666659999997,high,high,high,urban_residential,2.6,45.293203450023114,6.72312357448559,67.9145174726078,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5541528,13.8294935,100.548419,13.7976957"
thailand_36326-12,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36326-10,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36326-8,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36326-5,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36326-2,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36325-3,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36326-1,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_36326-0,thailand,primary,URBAN,80.0,41.75,30,50.0,60.5,30.5,high,high,high,urban_residential,2.6,57.65438791705165,9.439370547599957,80.19944347204382,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5507203,13.9719053,100.5065733,13.9099459"
thailand_34943-12,thailand,secondary,URBAN,80.0,50.7,30,50.0,63.57142857,33.57142857,high,high,high,urban_residential,2.6,74.44390063764334,14.565361012744448,92.3553932882414,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6207673,13.9574941,100.6270022,14.1846553"
thailand_36325-13,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36325-7,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36325-6,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36325-4,thailand,primary,URBAN,80.0,66.7,30,50.0,82.0,52.0,high,high,high,urban_residential,2.6,87.47470122830974,21.313790243648366,98.00621849996477,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.506516,13.9100296,100.5506171,13.9701332"
thailand_36345-19,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36345-25,thailand,primary,URBAN,80.0,71.72916666,30,50.0,85.20833333,55.20833333,high,high,high,urban_residential,2.6,89.6317318528699,23.011183981959604,98.60368050931446,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.46204453,13.96699623,100.4857202,13.7193034"
thailand_36671-3,thailand,primary,URBAN,80.0,52.9,30,50.0,65.0,35.0,high,high,high,urban_residential,2.6,77.11607503980018,15.647166649791256,93.79186210130118,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.7201268,16.575231,104.6897744,16.5264585"
thailand_36356-1,thailand,secondary,URBAN,80.0,45.2,30,50.0,58.0,28.0,high,high,high,urban_residential,2.6,65.5526885428979,11.570973091839287,86.5811339544087,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5134406,13.7633265,100.5206378,13.7573853"
thailand_36449-6,thailand,secondary,URBAN,80.0,54.6,30,50.0,65.0,35.0,high,high,high,urban_residential,2.6,78.9227284294825,16.443818690546795,94.68320153105077,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7242049,13.7300039,100.6580788,13.7374953"
thailand_36449-4,thailand,secondary,URBAN,80.0,54.6,30,50.0,65.0,35.0,high,high,high,urban_residential,2.6,78.9227284294825,16.443818690546795,94.68320153105077,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.7242049,13.7300039,100.6580788,13.7374953"
thailand_36446-0,thailand,secondary,URBAN,80.0,57.2,30,50.0,68.0,38.0,high,high,high,urban_residential,2.6,81.3239259420792,17.60182974950395,95.7669479655121,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6539893,13.7386024,100.6418734,13.7384477"
thailand_36420-4,thailand,primary,URBAN,80.0,54.8,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,79.1221482114926,16.535420663107846,94.77760867225487,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6095099,13.7451327,100.6412077,13.7416409"
thailand_36420-1,thailand,primary,URBAN,80.0,54.8,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,79.1221482114926,16.535420663107846,94.77760867225487,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6095099,13.7451327,100.6412077,13.7416409"
thailand_36419-7,thailand,primary,URBAN,80.0,57.0,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,81.15306913245263,17.515201138727367,95.6936695242051,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6409965,13.7415265,100.6093436,13.7450519"
thailand_36419-5,thailand,primary,URBAN,80.0,57.0,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,81.15306913245263,17.515201138727367,95.6936695242051,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6409965,13.7415265,100.6093436,13.7450519"
thailand_36419-2,thailand,primary,URBAN,80.0,57.0,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,81.15306913245263,17.515201138727367,95.6936695242051,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6409965,13.7415265,100.6093436,13.7450519"
thailand_36413-0,thailand,primary,URBAN,80.0,48.8,30,50.0,62.0,32.0,high,high,high,urban_residential,2.6,71.77566455430882,13.580762555894099,90.78199328169111,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5766965,13.7552948,100.5894032,13.7528503"
thailand_36410-1,thailand,primary,URBAN,80.0,57.2,30,50.0,71.0,41.0,high,high,high,urban_residential,2.6,81.3239259420792,17.60182974950395,95.7669479655121,91.66666666666666,Top Priority,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5801145,13.7548868,100.560232,13.7563544"
