segment_id,country,road_class,land_use,speed_limit,median_speed,v_safe,misalignment,f85_speed,operating_gap,exposure_level,confidence_level,speedlimit_plausibility,power_environment_used,power_exponent_used,delta_fatal_percent,delta_fatal_percent_ci_low,delta_fatal_percent_ci_high,safety_score,priority_class,score_explanation,street_image_link
thailand_34623,thailand,secondary,RURAL,90.0,25.8,30,60.0,40.0,10.0,high,low,low,rural_freeway,4.1,-85.59075986448745,-54.865433088918316,-122.41199640271789,90.0,Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.93378834,13.33362563,100.9344455,13.3329713"
thailand_34622,thailand,secondary,RURAL,90.0,40.4,30,60.0,53.0,23.0,high,low,low,rural_freeway,4.1,70.4856279619816,57.81620188473464,79.34993538471038,90.0,Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.9292378,13.3372592,100.93378834,13.33362563"
thailand_36331-1,thailand,primary,URBAN,90.0,45.2,30,60.0,56.0,26.0,high,low,low,urban_residential,2.6,65.5526885428979,11.570973091839287,86.5811339544087,90.0,Watch,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36331-2,thailand,primary,URBAN,90.0,45.2,30,60.0,56.0,26.0,high,low,low,urban_residential,2.6,65.5526885428979,11.570973091839287,86.5811339544087,90.0,Watch,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36332-1,thailand,primary,URBAN,90.0,41.1,30,60.0,56.0,26.0,high,low,low,urban_residential,2.6,55.89106973008211,9.012060566463598,78.61697119784023,90.0,Watch,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.5539023,14.0092831,100.5553978,14.0013324"
thailand_36949-4,thailand,secondary,RURAL,88.0,36.9,30,58.0,44.66666667,14.666666669999998,high,low,low,rural_freeway,4.1,57.20539293423512,45.137552681185966,66.61872586049992,88.33333333333333,Watch,Posted speed limit is 58 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.1125246,18.4089032,98.2493496,18.1494861"
thailand_36949-9,thailand,secondary,RURAL,88.0,36.9,30,58.0,44.66666667,14.666666669999998,high,low,low,rural_freeway,4.1,57.20539293423512,45.137552681185966,66.61872586049992,88.33333333333333,Watch,Posted speed limit is 58 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.1125246,18.4089032,98.2493496,18.1494861"
thailand_49166-2,thailand,secondary,RURAL,88.0,38.95,30,58.0,45.83333333,15.833333330000002,high,low,low,rural_freeway,4.1,65.71402136980797,53.09922719243367,74.93584305202874,88.33333333333333,Watch,Posted speed limit is 58 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"101.0522978,19.5817422,101.1577048,19.1528865"
thailand_36948-5,thailand,secondary,RURAL,87.0,34.175,30,57.0,39.75,9.75,high,low,low,rural_freeway,4.1,41.38723637877655,31.46744531560711,49.87118056318741,87.5,Watch,Posted speed limit is 57 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.0636381,17.433306,98.1082441,17.5162779"
thailand_37971-1,thailand,secondary,RURAL,87.0,43.2125,30,57.0,50.375,20.375,high,low,low,rural_freeway,4.1,77.60254694964436,65.29561119137168,85.54517395741705,87.5,Watch,Posted speed limit is 57 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9593682,19.6834906,99.0475416,19.8589629"
thailand_48718-3,thailand,secondary,RURAL,87.0,44.825,30,57.0,53.75,23.75,high,low,low,rural_freeway,4.1,80.72635206607785,68.79366446301823,88.09621513424547,87.5,Watch,Posted speed limit is 57 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.9918425,18.6726632,100.9362485,18.4838584"
thailand_39449-15,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-3,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_37968-1,thailand,secondary,RURAL,86.0,42.66666667,30,56.0,51.16666667,21.166666669999998,high,low,low,rural_freeway,4.1,76.40427027150506,63.992384262298806,84.53775819326923,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9582915,19.5065278,98.9593682,19.6834906"
thailand_37968-0,thailand,secondary,RURAL,86.0,42.66666667,30,56.0,51.16666667,21.166666669999998,high,low,low,rural_freeway,4.1,76.40427027150506,63.992384262298806,84.53775819326923,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9582915,19.5065278,98.9593682,19.6834906"
thailand_39449-14,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-1,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-2,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-9,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-10,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-11,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_39449-12,thailand,secondary,RURAL,86.0,38.43333333,30,56.0,47.66666667,17.666666669999998,high,low,low,rural_freeway,4.1,63.78452973709844,51.24734336188654,73.0976653006071,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.5316191,8.4761055,99.3685154,8.419981"
thailand_37968-8,thailand,secondary,RURAL,86.0,42.66666667,30,56.0,51.16666667,21.166666669999998,high,low,low,rural_freeway,4.1,76.40427027150506,63.992384262298806,84.53775819326923,86.66666666666667,Watch,Posted speed limit is 56 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"98.9582915,19.5065278,98.9593682,19.6834906"
thailand_16756-1,thailand,secondary,URBAN,80.0,30.2,30,50.0,39.0,9.0,high,medium,low,urban_residential,2.6,1.7127439883985685,0.19913773873886376,3.203394485702027,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2730036,13.5623897,100.2720436,13.5586248"
thailand_17223-0,thailand,secondary,URBAN,80.0,17.9,30,50.0,27.0,-3.0,high,medium,low,urban_residential,2.6,-282.91059362067665,-16.756338539332493,-1155.782123191076,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4976927,13.7338643,100.4958898,13.7341767"
thailand_16756-5,thailand,secondary,URBAN,80.0,30.2,30,50.0,39.0,9.0,high,medium,low,urban_residential,2.6,1.7127439883985685,0.19913773873886376,3.203394485702027,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2730036,13.5623897,100.2720436,13.5586248"
thailand_17338-1,thailand,secondary,URBAN,80.0,31.55,30,50.0,47.5,17.5,high,medium,low,urban_residential,2.6,12.276304858120445,1.499923602136355,21.873698267381968,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5134406,13.7633265,100.5299073,13.7934578"
thailand_17995-0,thailand,primary,URBAN,80.0,30.9,30,50.0,40.0,10.0,high,medium,low,urban_residential,2.6,7.397392485452858,0.8828439107623209,13.483767524839452,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.6822222,18.429559,98.6742029,18.4098466"
thailand_19418-0,thailand,primary,URBAN,80.0,33.7,30,50.0,48.0,18.0,high,medium,low,urban_residential,2.6,26.094370584349868,3.4288493325835057,43.44023011453746,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.2803629,9.1137772,99.3034668,9.1053115"
thailand_16577-0,thailand,secondary,URBAN,80.0,27.8,30,50.0,42.0,12.0,high,medium,low,urban_residential,2.6,-21.898621076380543,-2.3111432579125513,-45.23612333081635,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6278398,13.755556,100.6449471,13.7520677"
thailand_21366-0,thailand,primary,URBAN,80.0,34.3,30,50.0,49.0,19.0,high,medium,low,urban_residential,2.6,29.408802355990417,3.9387706163981018,48.12561512286594,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.9754362,8.3714101,99.9727879,8.3808398"
thailand_16994-1,thailand,secondary,URBAN,80.0,28.9,30,50.0,45.0,15.0,high,medium,low,urban_residential,2.6,-10.199816438147934,-1.126976666469237,-20.086646939461982,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4956187,13.8433066,100.4995606,13.8348007"
thailand_17018-0,thailand,secondary,URBAN,80.0,35.8,30,50.0,49.5,19.5,high,medium,low,urban_residential,2.6,36.84330532484653,5.164384231647279,57.94018892613509,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4713034,7.0137451,100.4125057,6.9912183"
thailand_16772-0,thailand,secondary,URBAN,80.0,21.4,30,50.0,33.0,3.0,high,medium,low,urban_residential,2.6,-140.67969450151975,-10.665498434554754,-423.43970040130915,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5164274,13.7083377,100.5112729,13.7100554"
thailand_16522-1,thailand,secondary,URBAN,80.0,32.6,30,50.0,44.0,14.0,high,medium,low,urban_residential,2.6,19.434426655909455,2.4626175782583526,33.45308796378779,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4912805,13.7335138,100.5016695,13.7284393"
thailand_16522-0,thailand,secondary,URBAN,80.0,32.6,30,50.0,44.0,14.0,high,medium,low,urban_residential,2.6,19.434426655909455,2.4626175782583526,33.45308796378779,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4912805,13.7335138,100.5016695,13.7284393"
thailand_16061-1,thailand,secondary,URBAN,80.0,28.8,30,50.0,44.0,14.0,high,medium,low,urban_residential,2.6,-11.197441309017098,-1.2321895003709393,-22.14366808323347,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"98.3658167,7.8857607,98.3620044,7.8720528"
thailand_16009-1,thailand,primary,URBAN,80.0,35.9,30,50.0,48.5,18.5,high,medium,low,urban_residential,2.6,37.29968885763745,5.243711435078369,58.51115449023154,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5843417,13.7200299,100.58931,13.7395736"
thailand_16009-0,thailand,primary,URBAN,80.0,35.9,30,50.0,48.5,18.5,high,medium,low,urban_residential,2.6,37.29968885763745,5.243711435078369,58.51115449023154,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5843417,13.7200299,100.58931,13.7395736"
thailand_17018-1,thailand,secondary,URBAN,80.0,35.8,30,50.0,49.5,19.5,high,medium,low,urban_residential,2.6,36.84330532484653,5.164384231647279,57.94018892613509,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4713034,7.0137451,100.4125057,6.9912183"
thailand_17018-2,thailand,secondary,URBAN,80.0,35.8,30,50.0,49.5,19.5,high,medium,low,urban_residential,2.6,36.84330532484653,5.164384231647279,57.94018892613509,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4713034,7.0137451,100.4125057,6.9912183"
thailand_16756-7,thailand,secondary,URBAN,80.0,30.2,30,50.0,39.0,9.0,high,medium,low,urban_residential,2.6,1.7127439883985685,0.19913773873886376,3.203394485702027,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2730036,13.5623897,100.2720436,13.5586248"
thailand_16946-0,thailand,secondary,URBAN,80.0,31.9,30,50.0,45.0,15.0,high,medium,low,urban_residential,2.6,14.756850696902147,1.8253929853518591,25.98499017137853,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4997565,13.8409203,100.4978385,13.8375575"
thailand_16773-0,thailand,secondary,URBAN,80.0,22.2,30,50.0,34.0,4.0,high,medium,low,urban_residential,2.6,-118.77491747904658,-9.453709307417224,-337.28499308812553,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5113099,13.7100983,100.5164274,13.7083377"
thailand_16877-1,thailand,primary,URBAN,80.0,23.4,30,50.0,34.0,4.0,high,medium,low,urban_residential,2.6,-90.78930808700491,-7.7386722770119265,-237.8597425697516,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6083397,13.7501416,100.6007506,13.7408638"
thailand_17279-0,thailand,primary,URBAN,80.0,23.6,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,-86.61392808522415,-7.463944023796221,-224.05992979083118,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.474161,13.7292827,100.4695987,13.7519246"
thailand_17279-1,thailand,primary,URBAN,80.0,23.6,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,-86.61392808522415,-7.463944023796221,-224.05992979083118,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.474161,13.7292827,100.4695987,13.7519246"
thailand_17279-3,thailand,primary,URBAN,80.0,23.6,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,-86.61392808522415,-7.463944023796221,-224.05992979083118,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.474161,13.7292827,100.4695987,13.7519246"
thailand_16889-0,thailand,primary,URBAN,80.0,34.8,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,32.01560641853713,4.354926941730852,51.67678142894515,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6515892,13.7642497,100.6930215,13.7877322"
thailand_16889-3,thailand,primary,URBAN,80.0,34.8,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,32.01560641853713,4.354926941730852,51.67678142894515,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6515892,13.7642497,100.6930215,13.7877322"
thailand_16889-8,thailand,primary,URBAN,80.0,34.8,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,32.01560641853713,4.354926941730852,51.67678142894515,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6515892,13.7642497,100.6930215,13.7877322"
thailand_16887-0,thailand,primary,URBAN,80.0,29.4,30,50.0,41.0,11.0,high,medium,low,urban_residential,2.6,-5.3931058962103595,-0.6079216079531324,-10.405886464229841,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6485686,13.7630081,100.6421152,13.7622441"
thailand_16885-0,thailand,primary,URBAN,80.0,22.3,30,50.0,39.0,9.0,high,medium,low,urban_residential,2.6,-116.23332095332776,-9.306230470423671,-327.7601458697858,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6393753,13.7620425,100.6515892,13.7642497"
thailand_16877-0,thailand,primary,URBAN,80.0,23.4,30,50.0,34.0,4.0,high,medium,low,urban_residential,2.6,-90.78930808700491,-7.7386722770119265,-237.8597425697516,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6083397,13.7501416,100.6007506,13.7408638"
thailand_25457-0,thailand,primary,URBAN,80.0,30.7,30,50.0,42.0,12.0,high,medium,low,urban_residential,2.6,5.820693957867185,0.6895696696186504,10.68670574611078,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6527791,13.7701715,100.64193293,13.76780902"
thailand_17018-5,thailand,secondary,URBAN,80.0,35.8,30,50.0,49.5,19.5,high,medium,low,urban_residential,2.6,36.84330532484653,5.164384231647279,57.94018892613509,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4713034,7.0137451,100.4125057,6.9912183"
thailand_16775-0,thailand,secondary,URBAN,80.0,20.3,30,50.0,29.0,-1.0,high,medium,low,urban_residential,2.6,-176.0740355757383,-12.431386147980138,-577.8967664666053,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"101.0759714,13.6900694,101.0819009,13.6920493"
thailand_16774-1,thailand,secondary,URBAN,80.0,35.2,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,34.00601750582173,4.682294946737519,54.30853351947293,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5378196,13.7072606,100.5164274,13.7083377"
thailand_16896-1,thailand,primary,URBAN,80.0,26.4,30,50.0,34.0,4.0,high,medium,low,urban_residential,2.6,-39.42641233195574,-3.9094864340434077,-87.08325026801008,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.7115625,13.7976578,100.7205634,13.8021359"
thailand_16945-0,thailand,secondary,URBAN,80.0,39.5,30,50.0,48.0,18.0,high,medium,low,urban_residential,2.6,51.09392453744963,7.92170949528016,74.02423302997714,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4977868,13.8376437,100.4996252,13.8410424"
thailand_16774-0,thailand,secondary,URBAN,80.0,35.2,30,50.0,46.0,16.0,high,medium,low,urban_residential,2.6,34.00601750582173,4.682294946737519,54.30853351947293,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5378196,13.7072606,100.5164274,13.7083377"
thailand_17225-1,thailand,secondary,URBAN,80.0,29.0,30,50.0,42.0,12.0,high,medium,low,urban_residential,2.6,-9.214541716263591,-1.0222360469755776,-18.071194907495602,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4976927,13.7338643,100.5086623,13.7301086"
thailand_17338-0,thailand,secondary,URBAN,80.0,31.55,30,50.0,47.5,17.5,high,medium,low,urban_residential,2.6,12.276304858120445,1.499923602136355,21.873698267381968,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5134406,13.7633265,100.5299073,13.7934578"
thailand_17186-0,thailand,primary,URBAN,80.0,20.2,30,50.0,31.0,1.0,high,medium,low,urban_residential,2.6,-179.641550666068,-12.598074945939363,-594.5003002623998,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6483257,16.0534351,103.6453707,16.0404127"
thailand_34319-2,thailand,secondary,URBAN,80.0,29.1875,30,50.0,37.5,7.5,high,medium,low,urban_residential,2.6,-7.399764162664146,-0.827107173632391,-14.400875573393002,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5553618,14.3601443,100.561546,14.3433504"
thailand_25457-1,thailand,primary,URBAN,80.0,30.7,30,50.0,42.0,12.0,high,medium,low,urban_residential,2.6,5.820693957867185,0.6895696696186504,10.68670574611078,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.6527791,13.7701715,100.64193293,13.76780902"
thailand_36517-5,thailand,secondary,URBAN,80.0,29.89166666,30,50.0,44.91666666,14.916666659999997,high,medium,low,urban_residential,2.6,-0.9450256881602837,-0.108588328528203,-1.788451733461316,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.079469,18.7650423,99.0050016,18.7876724"
thailand_36516-2,thailand,secondary,URBAN,80.0,32.65,30,50.0,41.0,11.0,high,medium,low,urban_residential,2.6,19.754815543958195,2.5074520529954514,33.95095559627313,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5194658,13.6680849,100.526685,13.6607518"
thailand_36516-1,thailand,secondary,URBAN,80.0,32.65,30,50.0,41.0,11.0,high,medium,low,urban_residential,2.6,19.754815543958195,2.5074520529954514,33.95095559627313,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5194658,13.6680849,100.526685,13.6607518"
thailand_36516-0,thailand,secondary,URBAN,80.0,32.65,30,50.0,41.0,11.0,high,medium,low,urban_residential,2.6,19.754815543958195,2.5074520529954514,33.95095559627313,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5194658,13.6680849,100.526685,13.6607518"
thailand_36480-1,thailand,secondary,URBAN,80.0,34.9,30,50.0,48.0,18.0,high,medium,low,urban_residential,2.6,32.52092010443665,4.437225923017774,52.351464599764206,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.5920823,14.35395,100.6075975,14.3459481"
thailand_36412-1,thailand,primary,URBAN,80.0,33.6,30,50.0,45.0,15.0,high,medium,low,urban_residential,2.6,25.521119335043473,3.342714756661258,42.61059938586346,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.565066,13.756164,100.5924181,13.7520046"
thailand_36412-0,thailand,primary,URBAN,80.0,33.6,30,50.0,45.0,15.0,high,medium,low,urban_residential,2.6,25.521119335043473,3.342714756661258,42.61059938586346,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.565066,13.756164,100.5924181,13.7520046"
thailand_36407-3,thailand,secondary,URBAN,80.0,35.45,30,50.0,46.5,16.5,high,medium,low,urban_residential,2.6,35.20924518532132,4.884454155021567,55.86586953622125,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4715557,13.6800343,100.4956839,13.64722"
thailand_36407-2,thailand,secondary,URBAN,80.0,35.45,30,50.0,46.5,16.5,high,medium,low,urban_residential,2.6,35.20924518532132,4.884454155021567,55.86586953622125,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.4715557,13.6800343,100.4956839,13.64722"
thailand_36289-13,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
thailand_36289-8,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
thailand_36289-4,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
thailand_36289-2,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
thailand_36289-1,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
thailand_36289-0,thailand,secondary,URBAN,80.0,30.5,30,50.0,41.66666666,11.666666659999997,high,medium,low,urban_residential,2.6,4.206579707164149,0.49465160806092534,7.7800387647979585,86.66666666666666,Watch,Posted speed limit is 50 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.0107805,18.8098026,98.9782601,18.9919949"
